tournament,date,player_a,player_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw
LIEBHERR German Open Bremen 2007,2007-11-07,GOLOVANOV Stanislav,JACOBS David,4,0,,,GRAND_SLAM,MS,1872,Qualification,GOLOVANOV Stanislav (BUL),JACOBS David (INA)
LIEBHERR German Open Bremen 2007,2007-11-07,LUNDQVIST Jens,JACOBS David,4,0,,QR2,GRAND_SLAM,MS,1872,Qualification,LUNDQVIST Jens (SWE),JACOBS David (INA)
LIEBHERR German Open Bremen 2007,2007-11-07,LUNDQVIST Jens,GOLOVANOV Stanislav,4,2,"12,11,7,11,11,12|14,7,11,7,5,10",3,GRAND_SLAM,MS,1872,Qualification,LUNDQVIST Jens (SWE),GOLOVANOV Stanislav (BUL)
LIEBHERR German Open Bremen 2007,2007-11-07,FEGERL Stefan,HUSSEIN Muhammad,4,0,,,GRAND_SLAM,MS,1872,Qualification,FEGERL Stefan (AUT),HUSSEIN Muhammad (INA)
LIEBHERR German Open Bremen 2007,2007-11-07,TOKIC Bojan,FEGERL Stefan,4,2,"9,9,11,11,11,11|11,11,3,9,3,3",QR2,GRAND_SLAM,MS,1872,Qualification,TOKIC Bojan (SLO),FEGERL Stefan (AUT)
LIEBHERR German Open Bremen 2007,2007-11-07,TOKIC Bojan,HUSSEIN Muhammad,4,0,,3,GRAND_SLAM,MS,1872,Qualification,TOKIC Bojan (SLO),HUSSEIN Muhammad (INA)
LIEBHERR German Open Bremen 2007,2007-11-07,MOLNAR Krisztian,MICHELY Gilles,4,2,"11,11,11,8,9,11|5,8,7,11,11,7",,GRAND_SLAM,MS,1872,Qualification,MOLNAR Krisztian (HUN),MICHELY Gilles (LUX)
LIEBHERR German Open Bremen 2007,2007-11-07,KARAKASEVIC Aleksandar,MOLNAR Krisztian,4,0,"11,11,11,11|7,6,3,8",QR2,GRAND_SLAM,MS,1872,Qualification,KARAKASEVIC Aleksandar (SRB),MOLNAR Krisztian (HUN)
LIEBHERR German Open Bremen 2007,2007-11-07,KARAKASEVIC Aleksandar,MICHELY Gilles,4,2,"8,11,11,9,11,11|11,5,5,11,5,4",3,GRAND_SLAM,MS,1872,Qualification,KARAKASEVIC Aleksandar (SRB),MICHELY Gilles (LUX)
LIEBHERR German Open Bremen 2007,2007-11-07,URBANEK Jan,NANDI Anirban,4,3,"9,15,11,6,11,7,11|11,13,7,11,7,11,7",,GRAND_SLAM,MS,1872,Qualification,URBANEK Jan (CZE),NANDI Anirban (IND)
LIEBHERR German Open Bremen 2007,2007-11-07,GARDOS Robert,URBANEK Jan,4,1,"8,11,11,11,11|11,6,9,7,4",QR2,GRAND_SLAM,MS,1872,Qualification,GARDOS Robert (AUT),URBANEK Jan (CZE)
LIEBHERR German Open Bremen 2007,2007-11-07,GARDOS Robert,NANDI Anirban,4,2,"11,11,6,15,11,11|7,2,11,17,9,8",3,GRAND_SLAM,MS,1872,Qualification,GARDOS Robert (AUT),NANDI Anirban (IND)
LIEBHERR German Open Bremen 2007,2007-11-07,CANTERO Jesus,MARDIYONO Yon,4,0,,,GRAND_SLAM,MS,1872,Qualification,CANTERO Jesus (ESP),MARDIYONO Yon (INA)
LIEBHERR German Open Bremen 2007,2007-11-07,MATSUSHITA Koji,CANTERO Jesus,4,1,"10,14,11,12,14|12,12,6,10,12",QR2,GRAND_SLAM,MS,1872,Qualification,MATSUSHITA Koji (JPN),CANTERO Jesus (ESP)
LIEBHERR German Open Bremen 2007,2007-11-07,MATSUSHITA Koji,MARDIYONO Yon,4,0,,3,GRAND_SLAM,MS,1872,Qualification,MATSUSHITA Koji (JPN),MARDIYONO Yon (INA)
