tournament,date,player_a,player_b,country_a,country_b,score_a,score_b,game_scores,round,tier,sub_event,event_id,stage,player_a_raw,player_b_raw,player_x_raw,player_y_raw,result_raw,games_raw,winner_raw,year_raw
World Tour Grand Finals Dubai 2013,2014-01-09,GAO Ning,ALMOHAISENI Abdulla,SGP,UAE,4,0,"11,11,11,11|7,7,2,5",R32,GRAND_SLAM,MS,124,Main Draw,GAO Ning (SGP),ALMOHAISENI Abdulla (UAE),,,4 - 0,11:7 11:7 11:2 11:5,GAO Ning,2013
World Tour Grand Finals Dubai 2013,2014-01-09,MA Long,CHAN Kazuhiro,CHN,JPN,4,1,"11,11,11,6,11|8,6,9,11,8",R16,GRAND_SLAM,MS,124,Main Draw,MA Long (CHN),CHAN Kazuhiro (JPN),,,4 - 1,11:8 11:6 11:9 6:11 11:8,MA Long,2013
World Tour Grand Finals Dubai 2013,2014-01-09,ZHANG Jike,TAKAKIWA Taku,CHN,JPN,4,1,"11,11,11,7,11|7,8,3,11,2",R16,GRAND_SLAM,MS,124,Main Draw,TAKAKIWA Taku (JPN),ZHANG Jike (CHN),,,1 - 4,7:11 8:11 3:11 11:7 2:11,ZHANG Jike,2013
World Tour Grand Finals Dubai 2013,2014-01-09,KIM Minseok,OVTCHAROV Dimitrij,KOR,GER,4,3,"11,11,6,11,5,2,11|8,9,11,3,11,11,9",R16,GRAND_SLAM,MS,124,Main Draw,OVTCHAROV Dimitrij (GER),KIM Minseok (KOR),,,3 - 4,8:11 9:11 11:6 3:11 11:5 11:2 9:11,KIM Minseok,2013
World Tour Grand Finals Dubai 2013,2014-01-09,SHIONO Masato,GAO Ning,JPN,SGP,4,3,"6,6,8,11,12,11,11|11,11,11,5,10,8,9",R16,GRAND_SLAM,MS,124,Main Draw,GAO Ning (SGP),SHIONO Masato (JPN),,,3 - 4,11:6 11:6 11:8 5:11 10:12 8:11 9:11,SHIONO Masato,2013
World Tour Grand Finals Dubai 2013,2014-01-09,XU Xin,CHUANG Chih-Yuan,CHN,TPE,4,1,"11,11,11,7,11|8,8,4,11,7",R16,GRAND_SLAM,MS,124,Main Draw,XU Xin (CHN),CHUANG Chih-Yuan (TPE),,,4 - 1,11:8 11:8 11:4 7:11 11:7,XU Xin,2013
World Tour Grand Finals Dubai 2013,2014-01-09,SALIFOU Abdel-Kader,MATSUMOTO Cazuo,BEN,BRA,4,0,"11,11,11,11|5,7,3,5",R16,GRAND_SLAM,MS,124,Main Draw,MATSUMOTO Cazuo (BRA),SALIFOU Abdel-Kader (BEN),,,0 - 4,5:11 7:11 3:11 5:11,SALIFOU Abdel-Kader,2013
World Tour Grand Finals Dubai 2013,2014-01-09,WANG Hao,NIWA Koki,CHN,JPN,4,1,"9,11,11,11,11|11,8,9,8,6",R16,GRAND_SLAM,MS,124,Main Draw,WANG Hao (CHN),NIWA Koki (JPN),,,4 - 1,9:11 11:8 11:9 11:8 11:6,WANG Hao,2013
World Tour Grand Finals Dubai 2013,2014-01-09,FAN Zhendong,WANG Eugene,CHN,CAN,4,2,"11,12,9,8,11,11|6,10,11,11,5,4",R16,GRAND_SLAM,MS,124,Main Draw,WANG Eugene (CAN),FAN Zhendong (CHN),,,2 - 4,6:11 10:12 11:9 11:8 5:11 4:11,FAN Zhendong,2013
World Tour Grand Finals Dubai 2013,2014-01-09,MA Long,ZHANG Jike,CHN,CHN,4,3,"8,3,12,11,11,9,11|11,11,10,8,6,11,5",QuarterFinal,GRAND_SLAM,MS,124,Main Draw,MA Long (CHN),ZHANG Jike (CHN),,,4 - 3,8:11 3:11 12:10 11:8 11:6 9:11 11:5,MA Long,2013
